COMMODITY_SITC,COUNTRY_ORIGIN,STATE_DEST,FREQ,TIME_PERIOD,value
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-02,34807
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-03,42775
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-04,46991
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-05,58471
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-06,32245
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-07,54584
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-08,42422
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-09,37597
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-10,49604
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-11,53579
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2007-12,34468
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-01,49239
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-02,58171
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-03,25485
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-04,37857
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-05,58025
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-06,26145
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-07,46317
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-08,56455
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-09,69382
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-10,52531
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-11,79176
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2008-12,45933
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-01,49192
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-02,39835
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-03,49399
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-04,46269
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-05,47351
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-06,37260
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-07,48845
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-08,52835
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-09,52293
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-10,41947
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-11,43998
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2009-12,52629
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-01,36008
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-02,31559
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-03,34700
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-04,44381
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-05,34323
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-06,48206
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-07,61531
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-08,51376
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-09,42058
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-10,48034
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-11,44862
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2010-12,50108
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-01,28421
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-02,47173
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-03,38634
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-04,46892
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-05,60218
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-06,40408
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-07,37584
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-08,46992
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-09,42568
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-10,60468
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-11,62944
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-12,31636
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-01,40419
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-02,38801
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-03,58106
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-04,45312
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-05,42819
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-06,31627
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-07,44725
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-08,56905
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-09,41520
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-10,36549
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-11,62595
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-12,44468
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-01,46526
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-02,39274
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-03,32136
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-04,46997
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-05,36621
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-06,37084
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-07,47578
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-08,40770
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-09,59655
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-10,52587
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-11,50090
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-12,46222
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-01,49323
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-02,32626
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-03,60271
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-04,35798
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-05,47501
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-06,56766
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-07,49232
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-08,61292
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-09,47281
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-10,59873
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-11,61967
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-12,44157
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-01,50195
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-02,42765
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-03,47786
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-04,55724
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-05,50956
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-06,40153
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-07,66039
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-08,53446
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-09,70821
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-10,57934
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-11,49651
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-12,69009
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-01,57104
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-02,45058
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-03,82417
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-04,51430
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-05,63981
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-06,51143
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-07,61425
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-08,59214
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-09,66389
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-10,58876
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-11,62068
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-12,42812
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-01,72170
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-02,46891
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-03,54513
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-04,51700
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-05,67926
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-06,47858
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-07,59658
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-08,70766
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-09,45213
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-10,64770
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-11,65668
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-12,53234
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-01,41729
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-02,57411
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-03,69604
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-04,48590
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-05,65111
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-06,79681
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-07,60363
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-08,61720
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-09,65887
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-10,76936
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-11,67631
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-12,59585
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-01,51545
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-02,57811
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-03,66262
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-04,52635
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-05,62006
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-06,69213
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-07,64081
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-08,51727
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-09,55366
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-10,73942
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-11,58403
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-12,62329
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-01,57756
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-02,55112
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-03,62432
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-04,72367
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-05,75755
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-06,75399
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-07,62681
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-08,64733
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-09,51896
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-10,67052
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-11,59442
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-12,62354
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-01,50366
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-02,64376
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-03,66878
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-04,68956
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-05,62370
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-06,69200
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-07,92885
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-08,62704
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-09,62255
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-10,88270
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-11,67643
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-12,76491
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-01,46689
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-02,85337
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-03,89901
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-04,60956
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-05,69381
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-06,81510
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-07,129146
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-08,98216
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-09,124695
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-10,69986
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-11,106587
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-12,130559
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-01,106057
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-02,60462
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-03,83571
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-04,84537
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-05,83577
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-06,71545
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-07,62240
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-08,105965
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-09,80255
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-10,74234
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-11,79356
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-12,96069
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2024-01,70325
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2024-02,73717
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2024-03,75778
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2024-04,113833
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-07,105155
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-08,79412
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-09,94784
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-10,119643
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-11,113811
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-12,162554
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-01,106909
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-02,121863
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-03,174419
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-04,220022
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-05,394196
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-06,196038
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-07,110196
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-08,163643
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-09,163500
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-10,283894
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-11,165698
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-12,244087
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-01,194840
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-02,273805
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-03,238172
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-04,267860
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-05,162468
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-06,304725
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-07,206974
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-08,256154
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-09,229088
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-10,379061
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-11,314969
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-12,374969
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-01,504863
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-02,410293
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-03,240585
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-04,183960
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-05,265251
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-06,225482
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-07,216253
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-08,235151
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-09,314937
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-10,187439
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-11,190587
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-12,295318
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-01,294736
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-02,196137
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-03,242238
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-04,230952
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-05,173631
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-06,257962
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-07,185684
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-08,211166
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-09,290499
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-10,193456
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-11,205794
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-12,225102
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-01,210550
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-02,181020
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-03,217761
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-04,229912
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-05,277323
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-06,276295
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-07,190284
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-08,362022
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-09,252390
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-10,130217
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-11,269288
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-12,370310
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-01,543263
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-02,403263
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-03,457461
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-04,676142
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-05,733525
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-06,588888
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-07,586972
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-08,221310
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-09,395116
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-10,669144
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-11,346473
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2006-12,373634
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-01,438002
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-02,587066
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-03,359308
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-04,493174
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-05,447615
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-06,673832
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-07,733577
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-08,793736
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-09,481551
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-10,622156
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-11,568456
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2007-12,380744
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-01,812369
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-02,664927
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-03,589440
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-04,771941
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-05,808202
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-06,654025
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-07,966141
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-08,812181
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-09,1504524
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-10,956112
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-11,1688945
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2008-12,1956757
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-01,1427779
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-02,2629895
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-03,1299679
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-04,1239276
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-05,932663
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-06,774908
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-07,546987
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-08,1054325
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-09,1220841
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-10,1541735
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-11,746309
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2009-12,1329600
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-01,957205
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-02,762784
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-03,1259007
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-04,1585212
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-05,1326805
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-06,1168322
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-07,1245690
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-08,553627
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-09,972830
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-10,836207
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-11,1350123
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2010-12,1179452
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-01,762857
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-02,1049916
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-03,734876
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-04,1076639
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-05,898363
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-06,732474
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-07,883358
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-08,1062342
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-09,1706908
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-10,1412283
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-11,1608053
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2011-12,1266333
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2012-01,851645
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2012-02,991490
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2012-03,857500
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2012-04,876330
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2012-05,954285
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2012-06,1160977
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2012-07,1071483
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2012-08,959755
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2012-09,1032310
