COMMODITY_SITC,COUNTRY_ORIGIN,STATE_DEST,FREQ,TIME_PERIOD,value
"Crude materials, inedible, except fuels",Total,Total,Monthly,2008-10,312349
"Crude materials, inedible, except fuels",Total,Total,Monthly,2008-11,286628
"Crude materials, inedible, except fuels",Total,Total,Monthly,2008-12,277550
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-01,251474
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-02,137321
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-03,156979
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-04,122953
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-05,113221
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-06,159090
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-07,139091
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-08,181050
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-09,159207
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-10,159955
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-11,173359
"Crude materials, inedible, except fuels",Total,Total,Monthly,2009-12,250090
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-01,166738
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-02,140297
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-03,176610
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-04,183424
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-05,161905
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-06,175735
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-07,257572
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-08,179028
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-09,215421
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-10,221831
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-11,239106
"Crude materials, inedible, except fuels",Total,Total,Monthly,2010-12,212366
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-01,158873
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-02,152567
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-03,249862
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-04,187051
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-05,279913
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-06,223889
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-07,288113
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-08,234559
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-09,204978
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-10,268284
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-11,305145
"Crude materials, inedible, except fuels",Total,Total,Monthly,2011-12,212603
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-01,200050
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-02,179610
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-03,187618
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-04,254728
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-05,181381
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-06,160385
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-07,239348
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-08,225694
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-09,170474
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-10,293933
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-11,260900
"Crude materials, inedible, except fuels",Total,Total,Monthly,2012-12,164295
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-01,176045
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-02,178024
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-03,152258
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-04,206757
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-05,241662
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-06,163509
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-07,224873
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-08,197816
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-09,209818
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-10,219378
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-11,186795
"Crude materials, inedible, except fuels",Total,Total,Monthly,2013-12,191258
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-01,197793
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-02,200979
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-03,286573
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-04,195102
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-05,215548
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-06,218111
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-07,286848
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-08,231690
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-09,308226
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-10,323218
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-11,223481
"Crude materials, inedible, except fuels",Total,Total,Monthly,2014-12,228522
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-01,264751
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-02,260671
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-03,328491
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-04,231303
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-05,255065
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-06,275442
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-07,248636
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-08,206458
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-09,310535
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-10,360963
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-11,247526
"Crude materials, inedible, except fuels",Total,Total,Monthly,2015-12,226790
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-01,244135
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-02,249958
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-03,332796
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-04,210743
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-05,353172
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-06,222940
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-07,229232
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-08,244299
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-09,261402
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-10,246378
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-11,341160
"Crude materials, inedible, except fuels",Total,Total,Monthly,2016-12,270914
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-01,290311
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-02,222499
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-03,242478
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-04,291904
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-05,345079
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-06,270936
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-07,272178
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-08,307641
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-09,274939
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-10,355910
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-11,347278
"Crude materials, inedible, except fuels",Total,Total,Monthly,2017-12,323554
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-01,462504
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-02,268426
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-03,275467
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-04,365707
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-05,261290
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-06,326662
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-07,306608
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-08,429836
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-09,342557
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-10,303276
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-11,389943
"Crude materials, inedible, except fuels",Total,Total,Monthly,2018-12,252303
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-01,281018
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-02,295405
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-03,258382
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-04,224493
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-05,218479
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-06,196807
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-07,299585
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-08,357585
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-09,215026
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-10,281263
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-11,263217
"Crude materials, inedible, except fuels",Total,Total,Monthly,2019-12,247769
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-01,266115
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-02,290352
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-03,245354
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-04,246280
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-05,271008
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-06,250846
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-07,298017
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-08,248683
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-09,336532
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-10,243045
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-11,286392
"Crude materials, inedible, except fuels",Total,Total,Monthly,2020-12,275326
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-01,217706
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-02,208826
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-03,282764
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-04,298535
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-05,299632
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-06,347900
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-07,472395
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-08,351422
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-09,264459
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-10,428601
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-11,683721
"Crude materials, inedible, except fuels",Total,Total,Monthly,2021-12,390163
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-01,323822
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-02,296166
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-03,409916
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-04,309556
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-05,517808
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-06,475390
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-07,349098
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-08,372636
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-09,429947
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-10,370952
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-11,354836
"Crude materials, inedible, except fuels",Total,Total,Monthly,2022-12,441657
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-01,267179
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-02,290545
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-03,363532
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-04,284470
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-05,377744
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-06,339676
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-07,327006
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-08,314572
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-09,424966
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-10,343911
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-11,362256
"Crude materials, inedible, except fuels",Total,Total,Monthly,2023-12,234332
"Crude materials, inedible, except fuels",Total,Total,Monthly,2024-01,263273
"Crude materials, inedible, except fuels",Total,Total,Monthly,2024-02,361713
"Crude materials, inedible, except fuels",Total,Total,Monthly,2024-03,344849
"Crude materials, inedible, except fuels",Total,Total,Monthly,2024-04,281873
"Chemicals and related products, nes",Total,Total,Monthly,2000-07,1102261
"Chemicals and related products, nes",Total,Total,Monthly,2000-08,1114316
"Chemicals and related products, nes",Total,Total,Monthly,2000-09,1201050
"Chemicals and related products, nes",Total,Total,Monthly,2000-10,1174079
"Chemicals and related products, nes",Total,Total,Monthly,2000-11,1180713
"Chemicals and related products, nes",Total,Total,Monthly,2000-12,1035274
"Chemicals and related products, nes",Total,Total,Monthly,2001-01,1151626
"Chemicals and related products, nes",Total,Total,Monthly,2001-02,1120066
"Chemicals and related products, nes",Total,Total,Monthly,2001-03,1314735
"Chemicals and related products, nes",Total,Total,Monthly,2001-04,1385407
"Chemicals and related products, nes",Total,Total,Monthly,2001-05,1261417
"Chemicals and related products, nes",Total,Total,Monthly,2001-06,1155870
"Chemicals and related products, nes",Total,Total,Monthly,2001-07,1177230
"Chemicals and related products, nes",Total,Total,Monthly,2001-08,1284514
"Chemicals and related products, nes",Total,Total,Monthly,2001-09,1107509
"Chemicals and related products, nes",Total,Total,Monthly,2001-10,1319480
"Chemicals and related products, nes",Total,Total,Monthly,2001-11,1244782
"Chemicals and related products, nes",Total,Total,Monthly,2001-12,1060788
"Chemicals and related products, nes",Total,Total,Monthly,2002-01,1300984
"Chemicals and related products, nes",Total,Total,Monthly,2002-02,1223101
"Chemicals and related products, nes",Total,Total,Monthly,2002-03,1245375
"Chemicals and related products, nes",Total,Total,Monthly,2002-04,1401353
"Chemicals and related products, nes",Total,Total,Monthly,2002-05,1272528
"Chemicals and related products, nes",Total,Total,Monthly,2002-06,997165
"Chemicals and related products, nes",Total,Total,Monthly,2002-07,1258990
"Chemicals and related products, nes",Total,Total,Monthly,2002-08,1201367
"Chemicals and related products, nes",Total,Total,Monthly,2002-09,1281297
"Chemicals and related products, nes",Total,Total,Monthly,2002-10,1237366
"Chemicals and related products, nes",Total,Total,Monthly,2002-11,1180241
"Chemicals and related products, nes",Total,Total,Monthly,2002-12,1146135
"Chemicals and related products, nes",Total,Total,Monthly,2003-01,1259102
"Chemicals and related products, nes",Total,Total,Monthly,2003-02,1293618
"Chemicals and related products, nes",Total,Total,Monthly,2003-03,1343954
"Chemicals and related products, nes",Total,Total,Monthly,2003-04,1346865
"Chemicals and related products, nes",Total,Total,Monthly,2003-05,1327134
"Chemicals and related products, nes",Total,Total,Monthly,2003-06,1148208
"Chemicals and related products, nes",Total,Total,Monthly,2003-07,1205111
"Chemicals and related products, nes",Total,Total,Monthly,2003-08,1213536
"Chemicals and related products, nes",Total,Total,Monthly,2003-09,1172588
"Chemicals and related products, nes",Total,Total,Monthly,2003-10,1473759
"Chemicals and related products, nes",Total,Total,Monthly,2003-11,1039275
"Chemicals and related products, nes",Total,Total,Monthly,2003-12,1112332
"Chemicals and related products, nes",Total,Total,Monthly,2004-01,1218160
"Chemicals and related products, nes",Total,Total,Monthly,2004-02,1197876
"Chemicals and related products, nes",Total,Total,Monthly,2004-03,1407915
"Chemicals and related products, nes",Total,Total,Monthly,2004-04,1386340
"Chemicals and related products, nes",Total,Total,Monthly,2004-05,1289806
"Chemicals and related products, nes",Total,Total,Monthly,2004-06,1342580
"Chemicals and related products, nes",Total,Total,Monthly,2004-07,1393204
"Chemicals and related products, nes",Total,Total,Monthly,2004-08,1383458
"Chemicals and related products, nes",Total,Total,Monthly,2004-09,1496669
"Chemicals and related products, nes",Total,Total,Monthly,2004-10,1422438
"Chemicals and related products, nes",Total,Total,Monthly,2004-11,1388103
"Chemicals and related products, nes",Total,Total,Monthly,2004-12,1432903
"Chemicals and related products, nes",Total,Total,Monthly,2005-01,1353947
"Chemicals and related products, nes",Total,Total,Monthly,2005-02,1503526
"Chemicals and related products, nes",Total,Total,Monthly,2005-03,1650892
"Chemicals and related products, nes",Total,Total,Monthly,2005-04,1560266
"Chemicals and related products, nes",Total,Total,Monthly,2005-05,1468391
"Chemicals and related products, nes",Total,Total,Monthly,2005-06,1428246
"Chemicals and related products, nes",Total,Total,Monthly,2005-07,1478016
"Chemicals and related products, nes",Total,Total,Monthly,2005-08,1615638
"Chemicals and related products, nes",Total,Total,Monthly,2005-09,1534808
"Chemicals and related products, nes",Total,Total,Monthly,2005-10,1367135
"Chemicals and related products, nes",Total,Total,Monthly,2005-11,1682185
"Chemicals and related products, nes",Total,Total,Monthly,2005-12,1448095
"Chemicals and related products, nes",Total,Total,Monthly,2006-01,1487597
"Chemicals and related products, nes",Total,Total,Monthly,2006-02,1562777
"Chemicals and related products, nes",Total,Total,Monthly,2006-03,1641433
"Chemicals and related products, nes",Total,Total,Monthly,2006-04,1487901
"Chemicals and related products, nes",Total,Total,Monthly,2006-05,1690776
"Chemicals and related products, nes",Total,Total,Monthly,2006-06,1487509
"Chemicals and related products, nes",Total,Total,Monthly,2006-07,1557852
"Chemicals and related products, nes",Total,Total,Monthly,2006-08,1684302
"Chemicals and related products, nes",Total,Total,Monthly,2006-09,1619120
"Chemicals and related products, nes",Total,Total,Monthly,2006-10,1735371
"Chemicals and related products, nes",Total,Total,Monthly,2006-11,1729387
"Chemicals and related products, nes",Total,Total,Monthly,2006-12,1293861
"Chemicals and related products, nes",Total,Total,Monthly,2007-01,1683779
"Chemicals and related products, nes",Total,Total,Monthly,2007-02,1723351
"Chemicals and related products, nes",Total,Total,Monthly,2007-03,1733400
"Chemicals and related products, nes",Total,Total,Monthly,2007-04,1724998
"Chemicals and related products, nes",Total,Total,Monthly,2007-05,1816469
"Chemicals and related products, nes",Total,Total,Monthly,2007-06,1592822
"Chemicals and related products, nes",Total,Total,Monthly,2007-07,1751658
"Chemicals and related products, nes",Total,Total,Monthly,2007-08,1772618
"Chemicals and related products, nes",Total,Total,Monthly,2007-09,1624074
"Chemicals and related products, nes",Total,Total,Monthly,2007-10,1889726
"Chemicals and related products, nes",Total,Total,Monthly,2007-11,1603981
"Chemicals and related products, nes",Total,Total,Monthly,2007-12,1514767
"Chemicals and related products, nes",Total,Total,Monthly,2008-01,1810955
"Chemicals and related products, nes",Total,Total,Monthly,2008-02,1734955
"Chemicals and related products, nes",Total,Total,Monthly,2008-03,1856846
"Chemicals and related products, nes",Total,Total,Monthly,2008-04,2079798
"Chemicals and related products, nes",Total,Total,Monthly,2008-05,1981736
"Chemicals and related products, nes",Total,Total,Monthly,2008-06,1828277
"Chemicals and related products, nes",Total,Total,Monthly,2008-07,1963682
"Chemicals and related products, nes",Total,Total,Monthly,2008-08,1978339
"Chemicals and related products, nes",Total,Total,Monthly,2008-09,2106248
"Chemicals and related products, nes",Total,Total,Monthly,2008-10,2334704
"Chemicals and related products, nes",Total,Total,Monthly,2008-11,2067007
"Chemicals and related products, nes",Total,Total,Monthly,2008-12,2108245
"Chemicals and related products, nes",Total,Total,Monthly,2009-01,1889607
"Chemicals and related products, nes",Total,Total,Monthly,2009-02,1815944
"Chemicals and related products, nes",Total,Total,Monthly,2009-03,2040087
"Chemicals and related products, nes",Total,Total,Monthly,2009-04,1996263
"Chemicals and related products, nes",Total,Total,Monthly,2009-05,1821498
"Chemicals and related products, nes",Total,Total,Monthly,2009-06,1785030
"Chemicals and related products, nes",Total,Total,Monthly,2009-07,1932776
"Chemicals and related products, nes",Total,Total,Monthly,2009-08,1650762
"Chemicals and related products, nes",Total,Total,Monthly,2009-09,1741934
"Chemicals and related products, nes",Total,Total,Monthly,2009-10,1864295
"Chemicals and related products, nes",Total,Total,Monthly,2009-11,1695831
"Chemicals and related products, nes",Total,Total,Monthly,2009-12,1694899
"Chemicals and related products, nes",Total,Total,Monthly,2010-01,1633196
"Chemicals and related products, nes",Total,Total,Monthly,2010-02,1727909
"Chemicals and related products, nes",Total,Total,Monthly,2010-03,2081732
"Chemicals and related products, nes",Total,Total,Monthly,2010-04,1804506
"Chemicals and related products, nes",Total,Total,Monthly,2010-05,1975648
"Chemicals and related products, nes",Total,Total,Monthly,2010-06,1885903
"Chemicals and related products, nes",Total,Total,Monthly,2010-07,2011153
"Chemicals and related products, nes",Total,Total,Monthly,2010-08,2044000
"Chemicals and related products, nes",Total,Total,Monthly,2010-09,1954372
"Chemicals and related products, nes",Total,Total,Monthly,2010-10,1955719
"Chemicals and related products, nes",Total,Total,Monthly,2010-11,1913193
"Chemicals and related products, nes",Total,Total,Monthly,2010-12,1848313
"Chemicals and related products, nes",Total,Total,Monthly,2011-01,1905738
"Chemicals and related products, nes",Total,Total,Monthly,2011-02,1807019
"Chemicals and related products, nes",Total,Total,Monthly,2011-03,2279362
"Chemicals and related products, nes",Total,Total,Monthly,2011-04,2011890
"Chemicals and related products, nes",Total,Total,Monthly,2011-05,1987590
"Chemicals and related products, nes",Total,Total,Monthly,2011-06,1896926
"Chemicals and related products, nes",Total,Total,Monthly,2011-07,2039431
"Chemicals and related products, nes",Total,Total,Monthly,2011-08,2124947
"Chemicals and related products, nes",Total,Total,Monthly,2011-09,2201419
"Chemicals and related products, nes",Total,Total,Monthly,2011-10,1997860
"Chemicals and related products, nes",Total,Total,Monthly,2011-11,2215678
"Chemicals and related products, nes",Total,Total,Monthly,2011-12,1871234
"Chemicals and related products, nes",Total,Total,Monthly,2012-01,2078047
"Chemicals and related products, nes",Total,Total,Monthly,2012-02,1846622
"Chemicals and related products, nes",Total,Total,Monthly,2012-03,2204831
"Chemicals and related products, nes",Total,Total,Monthly,2012-04,1935800
"Chemicals and related products, nes",Total,Total,Monthly,2012-05,2081546
"Chemicals and related products, nes",Total,Total,Monthly,2012-06,2004936
"Chemicals and related products, nes",Total,Total,Monthly,2012-07,2194812
"Chemicals and related products, nes",Total,Total,Monthly,2012-08,2115752
"Chemicals and related products, nes",Total,Total,Monthly,2012-09,1917161
"Chemicals and related products, nes",Total,Total,Monthly,2012-10,2228424
"Chemicals and related products, nes",Total,Total,Monthly,2012-11,2135078
"Chemicals and related products, nes",Total,Total,Monthly,2012-12,1742343
"Chemicals and related products, nes",Total,Total,Monthly,2013-01,1950749
"Chemicals and related products, nes",Total,Total,Monthly,2013-02,1898506
"Chemicals and related products, nes",Total,Total,Monthly,2013-03,2006664
"Chemicals and related products, nes",Total,Total,Monthly,2013-04,1912183
"Chemicals and related products, nes",Total,Total,Monthly,2013-05,2118826
"Chemicals and related products, nes",Total,Total,Monthly,2013-06,1784747
"Chemicals and related products, nes",Total,Total,Monthly,2013-07,2201356
"Chemicals and related products, nes",Total,Total,Monthly,2013-08,2123740
"Chemicals and related products, nes",Total,Total,Monthly,2013-09,1915313
"Chemicals and related products, nes",Total,Total,Monthly,2013-10,2194737
"Chemicals and related products, nes",Total,Total,Monthly,2013-11,2046213
"Chemicals and related products, nes",Total,Total,Monthly,2013-12,1846828
"Chemicals and related products, nes",Total,Total,Monthly,2014-01,2232053
"Chemicals and related products, nes",Total,Total,Monthly,2014-02,1913152
"Chemicals and related products, nes",Total,Total,Monthly,2014-03,2246990
"Chemicals and related products, nes",Total,Total,Monthly,2014-04,2264774
"Chemicals and related products, nes",Total,Total,Monthly,2014-05,2129404
"Chemicals and related products, nes",Total,Total,Monthly,2014-06,1942444
"Chemicals and related products, nes",Total,Total,Monthly,2014-07,2166967
"Chemicals and related products, nes",Total,Total,Monthly,2014-08,2080269
"Chemicals and related products, nes",Total,Total,Monthly,2014-09,2053866
"Chemicals and related products, nes",Total,Total,Monthly,2014-10,2148709
"Chemicals and related products, nes",Total,Total,Monthly,2014-11,2002557
"Chemicals and related products, nes",Total,Total,Monthly,2014-12,1977685
"Chemicals and related products, nes",Total,Total,Monthly,2015-01,2060270
"Chemicals and related products, nes",Total,Total,Monthly,2015-02,2122660
"Chemicals and related products, nes",Total,Total,Monthly,2015-03,2430162
"Chemicals and related products, nes",Total,Total,Monthly,2015-04,2311630
"Chemicals and related products, nes",Total,Total,Monthly,2015-05,2049570
"Chemicals and related products, nes",Total,Total,Monthly,2015-06,2281756
"Chemicals and related products, nes",Total,Total,Monthly,2015-07,2400716
"Chemicals and related products, nes",Total,Total,Monthly,2015-08,2347850
"Chemicals and related products, nes",Total,Total,Monthly,2015-09,2381917
"Chemicals and related products, nes",Total,Total,Monthly,2015-10,2370386
"Chemicals and related products, nes",Total,Total,Monthly,2015-11,2283781
"Chemicals and related products, nes",Total,Total,Monthly,2015-12,2149912
"Chemicals and related products, nes",Total,Total,Monthly,2016-01,2312126
"Chemicals and related products, nes",Total,Total,Monthly,2016-02,2209575
"Chemicals and related products, nes",Total,Total,Monthly,2016-03,2393985
"Chemicals and related products, nes",Total,Total,Monthly,2016-04,2410533
"Chemicals and related products, nes",Total,Total,Monthly,2016-05,2192986
"Chemicals and related products, nes",Total,Total,Monthly,2016-06,2442798
"Chemicals and related products, nes",Total,Total,Monthly,2016-07,2284046
"Chemicals and related products, nes",Total,Total,Monthly,2016-08,2451536
"Chemicals and related products, nes",Total,Total,Monthly,2016-09,2440416
"Chemicals and related products, nes",Total,Total,Monthly,2016-10,2355098
"Chemicals and related products, nes",Total,Total,Monthly,2016-11,2234542
"Chemicals and related products, nes",Total,Total,Monthly,2016-12,1975956
"Chemicals and related products, nes",Total,Total,Monthly,2017-01,2514237
"Chemicals and related products, nes",Total,Total,Monthly,2017-02,2191436
"Chemicals and related products, nes",Total,Total,Monthly,2017-03,2606802
"Chemicals and related products, nes",Total,Total,Monthly,2017-04,2301510
"Chemicals and related products, nes",Total,Total,Monthly,2017-05,2457548
"Chemicals and related products, nes",Total,Total,Monthly,2017-06,2485303
"Chemicals and related products, nes",Total,Total,Monthly,2017-07,2275529
"Chemicals and related products, nes",Total,Total,Monthly,2017-08,2233272
"Chemicals and related products, nes",Total,Total,Monthly,2017-09,2126257
"Chemicals and related products, nes",Total,Total,Monthly,2017-10,2325695
"Chemicals and related products, nes",Total,Total,Monthly,2017-11,2319783
"Chemicals and related products, nes",Total,Total,Monthly,2017-12,2215763
"Chemicals and related products, nes",Total,Total,Monthly,2018-01,2673231
"Chemicals and related products, nes",Total,Total,Monthly,2018-02,2307900
"Chemicals and related products, nes",Total,Total,Monthly,2018-03,2625874
"Chemicals and related products, nes",Total,Total,Monthly,2018-04,2346122
"Chemicals and related products, nes",Total,Total,Monthly,2018-05,2675091
"Chemicals and related products, nes",Total,Total,Monthly,2018-06,2368989
"Chemicals and related products, nes",Total,Total,Monthly,2018-07,2528837
"Chemicals and related products, nes",Total,Total,Monthly,2018-08,2457410
"Chemicals and related products, nes",Total,Total,Monthly,2018-09,2342582
"Chemicals and related products, nes",Total,Total,Monthly,2018-10,2727845
"Chemicals and related products, nes",Total,Total,Monthly,2018-11,2574104
"Chemicals and related products, nes",Total,Total,Monthly,2018-12,2209266
"Chemicals and related products, nes",Total,Total,Monthly,2019-01,2820063
"Chemicals and related products, nes",Total,Total,Monthly,2019-02,2447359
