COMMODITY_SITC,COUNTRY_DEST,STATE_ORIGIN,FREQ,TIME_PERIOD,value
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-09,58244
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-10,44611
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-11,52197
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2011-12,42390
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-01,37825
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-02,29864
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-03,53327
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-04,54950
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-05,45410
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-06,33360
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-07,53074
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-08,43618
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-09,37781
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-10,32247
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-11,49418
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2012-12,37635
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-01,27074
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-02,47766
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-03,59228
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-04,45073
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-05,69243
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-06,66564
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-07,50970
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-08,40089
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-09,62973
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-10,51363
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-11,61875
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2013-12,61728
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-01,38951
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-02,60952
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-03,59498
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-04,56143
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-05,61455
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-06,47388
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-07,58930
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-08,44136
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-09,51392
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-10,62520
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-11,36822
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2014-12,70939
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-01,45100
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-02,56401
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-03,67027
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-04,53084
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-05,47595
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-06,52717
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-07,67190
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-08,59637
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-09,61857
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-10,47358
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-11,40694
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2015-12,55539
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-01,41870
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-02,50966
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-03,58838
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-04,75729
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-05,56063
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-06,45085
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-07,56786
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-08,73223
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-09,42954
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-10,50048
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-11,60263
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2016-12,63382
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-01,52369
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-02,64400
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-03,46297
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-04,62578
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-05,68641
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-06,53894
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-07,64118
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-08,49026
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-09,54654
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-10,57739
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-11,58830
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2017-12,46553
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-01,43122
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-02,54131
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-03,56648
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-04,51376
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-05,83779
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-06,58276
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-07,71811
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-08,56960
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-09,47364
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-10,51169
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-11,36728
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2018-12,52412
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-01,36207
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-02,42365
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-03,59042
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-04,57273
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-05,68771
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-06,51088
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-07,56402
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-08,55763
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-09,63383
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-10,42124
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-11,49916
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2019-12,66101
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-01,51137
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-02,54212
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-03,84247
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-04,75016
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-05,55517
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-06,57663
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-07,49753
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-08,80890
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-09,45103
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-10,55219
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-11,68084
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2020-12,83993
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-01,45880
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-02,62031
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-03,100030
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-04,83954
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-05,64906
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-06,88622
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-07,114396
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-08,103721
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-09,84181
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-10,104922
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-11,122703
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2021-12,109061
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-01,87323
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-02,75827
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-03,154208
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-04,131439
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-05,150092
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-06,135485
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-07,200056
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-08,166276
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-09,160446
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-10,123588
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-11,139681
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2022-12,158987
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-01,145029
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-02,94817
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-03,171645
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-04,137073
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-05,122154
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-06,108031
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-07,116780
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-08,141661
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-09,134847
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-10,166413
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-11,145707
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2023-12,124244
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2024-01,87348
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2024-02,100355
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2024-03,130693
"Animal and vegetable oils, fats and waxes",Total,Total,Monthly,2024-04,123966
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-01,1291643
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-02,1549999
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-03,1535141
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-04,1623306
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-05,1841519
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-06,1874291
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-07,1737291
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-08,1895121
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-09,1845512
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-10,2016318
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-11,2029023
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-12,1996239
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-01,1707747
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-02,1798152
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-03,2154265
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-04,2087910
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-05,2080821
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-06,2194114
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-07,2120428
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-08,1989630
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-09,1896911
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-10,2071799
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-11,1735459
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-12,1934498
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-01,1488784
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-02,1751490
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-03,1903930
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-04,1811361
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-05,1902694
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-06,1840596
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-07,1821672
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-08,1846344
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-09,1877253
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-10,1989022
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-11,1830936
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-12,1979663
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-01,1573323
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-02,1702217
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-03,1898949
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-04,1636566
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-05,1621385
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-06,1688887
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-07,1537866
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-08,1592832
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-09,1636058
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-10,1804598
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-11,1647202
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-12,1861601
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-01,1480130
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-02,1498787
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-03,1832849
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-04,1715856
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-05,2108120
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-06,2183866
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-07,1978481
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-08,2045340
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-09,2016297
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-10,2098430
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-11,1909192
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-12,2193590
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-01,1808217
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-02,1766587
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-03,2148662
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-04,2491015
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-05,2724830
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-06,2592204
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-07,2578347
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-08,2555162
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-09,2366733
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-10,2941874
"Crude materials, inedible, except fuels",Total,Total,Monthly,2005-11,2708282
