MEASURE,DATA_ITEM,REGION,TSEST,FREQ,TIME_PERIOD,value,latitude,longitude
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2020-Q1,8107,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2020-Q2,7197,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2020-Q3,6432,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2020-Q4,6600,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2021-Q1,7271,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2021-Q2,7527,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2021-Q3,8127,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2021-Q4,7958,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2022-Q1,9058,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2022-Q2,9324,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2022-Q3,9961,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2022-Q4,9033,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2023-Q1,9246,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2023-Q2,9028,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2023-Q3,9251,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2023-Q4,8923,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Seasonally Adjusted,Quarterly,2024-Q1,9711,-37.8136,144.9631
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2020-Q1,14314,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2020-Q2,13929,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2020-Q3,13282,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2020-Q4,12972,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2021-Q1,13232,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2021-Q2,13959,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2021-Q3,18263,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2021-Q4,19919,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2022-Q1,21584,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2022-Q2,28585,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2022-Q3,28931,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2022-Q4,27781,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2023-Q1,25564,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2023-Q2,23254,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2023-Q3,22074,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2023-Q4,21713,-33.8688,151.2093
Current Prices,Goods credits,New South Wales,Trend,Quarterly,2024-Q1,21675,-33.8688,151.2093
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2020-Q1,1271,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2020-Q2,1142,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2020-Q3,1123,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2020-Q4,1284,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2021-Q1,1265,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2021-Q2,1298,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2021-Q3,1674,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2021-Q4,1326,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2022-Q1,1556,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2022-Q2,1617,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2022-Q3,1526,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2022-Q4,1546,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2023-Q1,1430,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2023-Q2,1359,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2023-Q3,1669,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2023-Q4,1485,-42.8821,147.3272
Current Prices,Goods and services credits,Tasmania,Seasonally Adjusted,Quarterly,2024-Q1,1563,-42.8821,147.3272
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q1,30,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q2,10,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q3,6,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q4,21,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q1,4,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q2,27,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q3,9,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q4,11,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q1,1,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q2,10,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q3,13,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q4,12,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q1,7,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q2,8,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q3,7,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q4,4,-35.2809,149.1300
Current Prices,Goods credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2024-Q1,7,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2020-Q1,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2020-Q2,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2020-Q3,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2020-Q4,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2021-Q1,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2021-Q2,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2021-Q3,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2021-Q4,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2022-Q1,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2022-Q2,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2022-Q3,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2022-Q4,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2023-Q1,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2023-Q2,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2023-Q3,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2023-Q4,,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Trend,Quarterly,2024-Q1,,-35.2809,149.1300
Current Prices,Services credits,Western Australia,Original,Quarterly,2020-Q1,1871,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2020-Q2,1037,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2020-Q3,942,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2020-Q4,1259,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2021-Q1,988,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2021-Q2,921,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2021-Q3,958,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2021-Q4,1054,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2022-Q1,946,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2022-Q2,1112,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2022-Q3,1377,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2022-Q4,1849,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2023-Q1,2231,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2023-Q2,2063,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2023-Q3,2043,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2023-Q4,2162,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Original,Quarterly,2024-Q1,2163,-31.9505,115.8605
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2020-Q1,-727,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2020-Q2,-498,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2020-Q3,-524,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2020-Q4,-532,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2021-Q1,-506,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2021-Q2,-515,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2021-Q3,-525,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2021-Q4,-557,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2022-Q1,-578,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2022-Q2,-661,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2022-Q3,-735,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2022-Q4,-730,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2023-Q1,-731,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2023-Q2,-746,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2023-Q3,-830,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2023-Q4,-843,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Original,Quarterly,2024-Q1,-799,-35.2809,149.1300
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q1,-832,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q2,-506,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q3,-389,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q4,-420,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q1,-526,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q2,-836,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q3,-1141,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q4,-1571,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q1,-1613,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q2,-1451,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q3,-1781,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q4,-1574,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q1,-1198,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q2,-1093,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q3,-1100,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q4,-1091,-12.4634,130.8456
Current Prices,Goods and services debits,Northern Territory,Seasonally Adjusted,Quarterly,2024-Q1,-1121,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2020-Q1,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2020-Q2,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2020-Q3,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2020-Q4,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2021-Q1,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2021-Q2,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2021-Q3,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2021-Q4,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2022-Q1,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2022-Q2,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2022-Q3,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2022-Q4,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2023-Q1,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2023-Q2,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2023-Q3,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2023-Q4,,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Trend,Quarterly,2024-Q1,,-12.4634,130.8456
Current Prices,Goods debits,New South Wales,Original,Quarterly,2020-Q1,-29025,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2020-Q2,-30312,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2020-Q3,-31344,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2020-Q4,-34486,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2021-Q1,-31035,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2021-Q2,-32707,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2021-Q3,-34369,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2021-Q4,-37871,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2022-Q1,-38349,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2022-Q2,-40352,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2022-Q3,-43392,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2022-Q4,-44208,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2023-Q1,-40477,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2023-Q2,-40048,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2023-Q3,-41410,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2023-Q4,-40957,-33.8688,151.2093
Current Prices,Goods debits,New South Wales,Original,Quarterly,2024-Q1,-41128,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q1,-41267,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q2,-37196,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q3,-36995,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q4,-38560,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q1,-39568,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q2,-40495,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q3,-41094,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q4,-43442,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q1,-50485,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q2,-52196,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q3,-55988,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q4,-54771,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q1,-56296,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q2,-56386,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q3,-57663,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q4,-53572,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Seasonally Adjusted,Quarterly,2024-Q1,-58776,-33.8688,151.2093
Current Prices,Goods debits,South Australia,Trend,Quarterly,2020-Q1,-2534,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2020-Q2,-2475,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2020-Q3,-2509,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2020-Q4,-2602,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2021-Q1,-2683,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2021-Q2,-2772,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2021-Q3,-2910,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2021-Q4,-3125,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2022-Q1,-3429,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2022-Q2,-3752,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2022-Q3,-3913,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2022-Q4,-3927,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2023-Q1,-3902,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2023-Q2,-3878,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2023-Q3,-3935,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2023-Q4,-4014,-34.9285,138.6007
Current Prices,Goods debits,South Australia,Trend,Quarterly,2024-Q1,-4083,-34.9285,138.6007
Current Prices,Services credits,Victoria,Trend,Quarterly,2020-Q1,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2020-Q2,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2020-Q3,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2020-Q4,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2021-Q1,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2021-Q2,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2021-Q3,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2021-Q4,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2022-Q1,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2022-Q2,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2022-Q3,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2022-Q4,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2023-Q1,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2023-Q2,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2023-Q3,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2023-Q4,,-37.8136,144.9631
Current Prices,Services credits,Victoria,Trend,Quarterly,2024-Q1,,-37.8136,144.9631
Current Prices,Services credits,Queensland,Trend,Quarterly,2020-Q1,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2020-Q2,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2020-Q3,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2020-Q4,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2021-Q1,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2021-Q2,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2021-Q3,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2021-Q4,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2022-Q1,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2022-Q2,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2022-Q3,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2022-Q4,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2023-Q1,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2023-Q2,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2023-Q3,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2023-Q4,,-27.4698,153.0251
Current Prices,Services credits,Queensland,Trend,Quarterly,2024-Q1,,-27.4698,153.0251
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2020-Q1,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2020-Q2,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2020-Q3,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2020-Q4,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2021-Q1,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2021-Q2,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2021-Q3,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2021-Q4,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2022-Q1,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2022-Q2,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2022-Q3,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2022-Q4,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2023-Q1,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2023-Q2,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2023-Q3,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2023-Q4,,-31.9505,115.8605
Current Prices,Goods and services credits,Western Australia,Trend,Quarterly,2024-Q1,,-31.9505,115.8605
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2020-Q1,14277,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2020-Q2,11941,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2020-Q3,10730,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2020-Q4,11126,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2021-Q1,11408,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2021-Q2,11528,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2021-Q3,11556,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2021-Q4,11906,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2022-Q1,12636,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2022-Q2,13710,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2022-Q3,14888,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2022-Q4,15050,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2023-Q1,15384,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2023-Q2,15491,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2023-Q3,16784,-37.8136,144.9631
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2023-Q4,16837,-37.8136,144.9631
