MEASURE,DATA_ITEM,REGION,TSEST,FREQ,TIME_PERIOD,value,latitude,longitude
Current Prices,Goods credits,Victoria,Trend,Quarterly,2021-Q2,7599,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2021-Q3,8086,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2021-Q4,8661,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2022-Q1,9077,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2022-Q2,9229,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2022-Q3,9218,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2022-Q4,9145,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2023-Q1,9131,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2023-Q2,9102,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2023-Q3,9118,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2023-Q4,9234,-37.8136,144.9631
Current Prices,Goods credits,Victoria,Trend,Quarterly,2024-Q1,9446,-37.8136,144.9631
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2020-Q1,3591,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2020-Q2,3663,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2020-Q3,3635,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2020-Q4,3970,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2021-Q1,3917,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2021-Q2,4112,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2021-Q3,4132,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2021-Q4,3946,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2022-Q1,4486,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2022-Q2,4930,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2022-Q3,5121,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2022-Q4,5320,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2023-Q1,5663,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2023-Q2,5596,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2023-Q3,6009,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2023-Q4,6047,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Seasonally Adjusted,Quarterly,2024-Q1,5911,-34.9285,138.6007
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q1,-12031,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q2,-9656,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q3,-9847,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q4,-10546,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q1,-9870,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q2,-10513,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q3,-10306,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q4,-11538,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q1,-13594,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q2,-15340,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q3,-15847,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q4,-15790,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q1,-16551,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q2,-16230,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q3,-17790,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q4,-17942,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Seasonally Adjusted,Quarterly,2024-Q1,-17315,-31.9505,115.8605
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q1,-686,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q2,-476,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q3,-366,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q4,-395,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q1,-496,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q2,-802,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q3,-1098,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q4,-1532,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q1,-1560,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q2,-1356,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q3,-1651,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q4,-1437,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q1,-1060,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q2,-927,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q3,-923,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q4,-914,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Seasonally Adjusted,Quarterly,2024-Q1,-931,-12.4634,130.8456
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q1,-10416,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q2,-6156,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q3,-5764,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q4,-6597,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q1,-6627,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q2,-6942,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q3,-6867,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q4,-8311,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q1,-9884,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q2,-10726,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q3,-12797,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q4,-13708,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q1,-13546,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q2,-15171,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q3,-16473,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q4,-15472,-33.8688,151.2093
Current Prices,Services debits,New South Wales,Seasonally Adjusted,Quarterly,2024-Q1,-15429,-33.8688,151.2093
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2020-Q1,-50,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2020-Q2,-50,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2020-Q3,-51,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2020-Q4,-52,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2021-Q1,-51,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2021-Q2,-51,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2021-Q3,-53,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2021-Q4,-55,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2022-Q1,-57,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2022-Q2,-58,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2022-Q3,-59,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2022-Q4,-61,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2023-Q1,-65,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2023-Q2,-70,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2023-Q3,-75,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2023-Q4,-77,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Trend,Quarterly,2024-Q1,-77,-35.2809,149.1300
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2020-Q1,-918,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2020-Q2,-340,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2020-Q3,-348,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2020-Q4,-398,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2021-Q1,-481,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2021-Q2,-465,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2021-Q3,-420,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2021-Q4,-498,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2022-Q1,-576,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2022-Q2,-642,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2022-Q3,-827,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2022-Q4,-1021,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2023-Q1,-1065,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2023-Q2,-1200,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2023-Q3,-1257,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2023-Q4,-1208,-34.9285,138.6007
Current Prices,Services debits,South Australia,Seasonally Adjusted,Quarterly,2024-Q1,-1266,-34.9285,138.6007
Current Prices,Goods debits,Queensland,Original,Quarterly,2020-Q1,-11742,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2020-Q2,-10410,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2020-Q3,-12321,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2020-Q4,-13356,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2021-Q1,-12817,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2021-Q2,-13299,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2021-Q3,-15065,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2021-Q4,-16263,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2022-Q1,-15636,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2022-Q2,-18154,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2022-Q3,-20378,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2022-Q4,-20065,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2023-Q1,-17617,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2023-Q2,-18023,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2023-Q3,-19757,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2023-Q4,-19472,-27.4698,153.0251
Current Prices,Goods debits,Queensland,Original,Quarterly,2024-Q1,-18919,-27.4698,153.0251
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2020-Q1,-38847,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2020-Q2,-36429,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2020-Q3,-37344,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2020-Q4,-41240,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2021-Q1,-37272,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2021-Q2,-39602,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2021-Q3,-41526,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2021-Q4,-46380,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2022-Q1,-47640,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2022-Q2,-51010,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2022-Q3,-56735,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2022-Q4,-58238,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2023-Q1,-53214,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2023-Q2,-55121,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2023-Q3,-58586,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2023-Q4,-56790,-33.8688,151.2093
Current Prices,Goods and services debits,New South Wales,Original,Quarterly,2024-Q1,-55640,-33.8688,151.2093
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2020-Q1,475,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2020-Q2,353,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2020-Q3,325,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2020-Q4,377,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2021-Q1,332,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2021-Q2,359,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2021-Q3,334,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2021-Q4,331,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2022-Q1,332,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2022-Q2,362,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2022-Q3,422,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2022-Q4,504,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2023-Q1,648,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2023-Q2,580,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2023-Q3,646,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2023-Q4,673,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Original,Quarterly,2024-Q1,703,-35.2809,149.1300
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2020-Q1,3664,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2020-Q2,3891,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2020-Q3,3442,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2020-Q4,3833,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2021-Q1,3978,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2021-Q2,4413,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2021-Q3,3905,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2021-Q4,3780,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2022-Q1,4573,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2022-Q2,5315,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2022-Q3,4841,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2022-Q4,5081,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2023-Q1,5844,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2023-Q2,5882,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2023-Q3,5758,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2023-Q4,5790,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Original,Quarterly,2024-Q1,6142,-34.9285,138.6007
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2020-Q1,3404,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2020-Q2,2807,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2020-Q3,2611,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2020-Q4,2410,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2021-Q1,2726,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2021-Q2,2259,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2021-Q3,4460,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2021-Q4,5543,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2022-Q1,4428,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2022-Q2,4567,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2022-Q3,3250,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2022-Q4,5334,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2023-Q1,4349,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2023-Q2,3767,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2023-Q3,3856,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2023-Q4,4093,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Original,Quarterly,2024-Q1,2786,-12.4634,130.8456
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q1,463,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q2,366,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q3,332,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q4,367,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q1,324,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q2,370,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q3,340,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q4,323,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q1,324,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q2,374,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q3,428,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q4,496,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q1,629,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q2,600,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q3,654,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q4,665,-35.2809,149.1300
Current Prices,Goods and services credits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2024-Q1,680,-35.2809,149.1300
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2020-Q1,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2020-Q2,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2020-Q3,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2020-Q4,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2021-Q1,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2021-Q2,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2021-Q3,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2021-Q4,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2022-Q1,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2022-Q2,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2022-Q3,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2022-Q4,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2023-Q1,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2023-Q2,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2023-Q3,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2023-Q4,,-31.9505,115.8605
Current Prices,Goods and services debits,Western Australia,Trend,Quarterly,2024-Q1,,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q1,-2634,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q2,-1027,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q3,-839,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q4,-1116,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q1,-997,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q2,-1021,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q3,-1110,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q4,-1241,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q1,-1726,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q2,-2187,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q3,-2486,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q4,-2734,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q1,-3026,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q2,-3499,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q3,-3655,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q4,-3526,-31.9505,115.8605
Current Prices,Services debits,Western Australia,Seasonally Adjusted,Quarterly,2024-Q1,-3706,-31.9505,115.8605
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2020-Q1,-462,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2020-Q2,-318,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2020-Q3,-363,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2020-Q4,-398,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2021-Q1,-314,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2021-Q2,-283,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2021-Q3,-415,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2021-Q4,-593,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2022-Q1,-419,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2022-Q2,-610,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Original,Quarterly,2022-Q3,-718,-42.8821,147.3272
